date,close
19980519,1109.52
19980520,1119.06
19980521,1114.64
19980522,1110.47
19980526,1094.02
19980527,1092.23
19980528,1097.6
19980529,1090.82
19980601,1090.98
19980602,1093.22
19980603,1082.73
19980604,1094.83
19980605,1113.86
19980608,1115.72
19980609,1118.41
19980610,1112.28
19980611,1094.58
19980612,1098.84
19980615,1077.01
19980616,1087.59
19980617,1107.11
19980618,1106.37
19980619,1100.65
19980622,1103.24
19980623,1119.49
19980624,1132.88
19980625,1129.28
19980626,1133.2
19980629,1138.49
19980630,1133.84
19980701,1148.56
19980702,1146.42
19980706,1157.33
19980707,1154.66
19980708,1166.38
19980709,1158.56
19980710,1164.33
19980713,1165.19
19980714,1177.58
19980715,1174.81
19980716,1183.99
19980717,1186.75
19980720,1184.1
19980721,1165.07
19980722,1164.08
19980723,1139.75
19980724,1140.8
19980727,1147.27
19980728,1130.24
19980729,1125.21
19980730,1142.95
19980731,1120.67
19980803,1112.44
19980804,1072.12
19980805,1081.43
19980806,1089.63
19980807,1089.45
19980810,1083.14
19980811,1068.98
19980812,1084.22
19980813,1074.91
19980814,1062.75
19980817,1083.67
19980818,1101.2
19980819,1098.06
19980820,1091.6
19980821,1081.24
19980824,1088.14
19980825,1092.85
19980826,1084.19
19980827,1042.59
19980828,1027.14
19980831,957.28
19980901,994.26
19980902,990.47
19980903,982.26
19980904,973.89
19980908,1023.46
19980909,1006.2
19980910,980.19
19980911,1009.06
19980914,1029.72
19980915,1037.68
19980916,1045.48
19980917,1018.87
19980918,1020.09
19980921,1023.89
19980922,1029.63
19980923,1066.09
19980924,1042.72
19980925,1044.75
19980928,1048.69
19980929,1049.02
19980930,1017.01
19981001,986.39
19981002,1002.6
19981005,988.56
19981006,984.59
19981007,970.68
19981008,959.44
19981009,984.39
19981012,997.71
19981013,994.8
19981014,1005.53
19981015,1047.49
19981016,1056.42
19981019,1062.39
19981020,1063.93
19981021,1069.92
19981022,1078.48
19981023,1070.67
19981026,1072.32
19981027,1065.34
19981028,1068.09
19981029,1085.93
19981030,1098.67
19981102,1111.6
19981103,1110.84
19981104,1118.67
19981105,1133.85
19981106,1141.01
19981109,1130.2
19981110,1128.26
19981111,1120.97
19981112,1117.69
19981113,1125.72
19981116,1135.87
19981117,1139.32
19981118,1144.48
19981119,1152.61
19981120,1163.55
19981123,1188.21
19981124,1182.99
19981125,1186.87
19981127,1192.33
19981130,1163.63
19981201,1175.28
19981202,1171.25
19981203,1150.14
19981204,1176.74
19981207,1187.7
19981208,1181.38
19981209,1183.49
19981210,1165.02
19981211,1166.46
19981214,1141.2
19981215,1162.83
19981216,1161.94
19981217,1179.98
19981218,1188.03
19981221,1202.84
19981222,1203.57
19981223,1228.54
19981224,1226.27
19981228,1225.49
19981229,1241.81
19981230,1231.93
19981231,1229.23
19990104,1228.1
19990105,1244.78
19990106,1272.34
19990107,1269.73
19990108,1275.09
19990111,1263.88
19990112,1239.51
19990113,1234.4
19990114,1212.19
19990115,1243.26
19990119,1252
19990120,1256.62
19990121,1235.16
19990122,1225.19
19990125,1233.98
19990126,1252.31
19990127,1243.17
19990128,1265.37
19990129,1279.64
19990201,1273
19990202,1261.99
19990203,1272.07
19990204,1248.49
19990205,1239.4
19990208,1243.77
19990209,1216.14
19990210,1223.55
19990211,1254.04
19990212,1230.13
19990216,1241.87
19990217,1224.03
19990218,1237.28
19990219,1239.22
19990222,1272.14
19990223,1271.18
19990224,1253.41
19990225,1245.02
19990226,1238.33
19990301,1236.16
19990302,1225.5
19990303,1227.7
19990304,1246.64
19990305,1275.47
19990308,1282.73
19990309,1279.84
19990310,1286.84
19990311,1297.68
19990312,1294.59
19990315,1307.26
19990316,1306.38
19990317,1297.82
19990318,1316.55
19990319,1299.29
19990322,1297.01
19990323,1262.14
19990324,1268.59
19990325,1289.99
19990326,1282.8
19990329,1310.17
19990330,1300.75
19990331,1286.37
19990401,1293.72
19990405,1321.12
19990406,1317.89
19990407,1326.89
19990408,1343.98
19990409,1348.35
19990412,1358.64
19990413,1349.82
19990414,1328.44
19990415,1322.86
19990416,1319
19990419,1289.48
19990420,1306.17
19990421,1336.12
19990422,1358.82
19990423,1356.85
19990426,1360.04
19990427,1362.8
19990428,1350.91
19990429,1342.83
19990430,1335.18
19990503,1354.63
19990504,1332
19990505,1347.31
19990506,1332.05
19990507,1345
19990510,1340.3
19990511,1355.61
19990512,1364
19990513,1367.56
19990514,1337.8
19990517,1339.49
19990518,1333.32
19990519,1344.23
19990520,1338.83
19990521,1330.29
19990524,1306.65
19990525,1284.4
19990526,1304.76
19990527,1281.41
19990528,1301.84
19990601,1294.26
19990602,1294.81
19990603,1299.54
19990604,1327.75
19990607,1334.52
19990608,1317.33
19990609,1318.64
19990610,1302.82
19990611,1293.64
19990614,1294
19990615,1301.16
19990616,1330.41
19990617,1339.9
19990618,1342.84
19990621,1349
19990622,1335.88
19990623,1333.06
19990624,1315.78
19990625,1315.31
19990628,1331.35
19990629,1351.45
19990630,1372.71
19990701,1380.96
19990702,1391.22
19990706,1388.12
19990707,1395.86
19990708,1394.42
19990709,1403.28
19990712,1399.1
19990713,1393.56
19990714,1398.17
19990715,1409.62
19990716,1418.78
19990719,1407.65
19990720,1377.1
19990721,1379.29
19990722,1360.97
19990723,1356.94
19990726,1347.76
19990727,1362.84
19990728,1365.4
19990729,1341.03
19990730,1328.72
19990802,1328.05
19990803,1322.18
19990804,1305.33
19990805,1313.71
19990806,1300.29
19990809,1297.8
19990810,1281.43
19990811,1301.93
19990812,1298.16
19990813,1327.68
19990816,1330.77
19990817,1344.16
19990818,1332.84
19990819,1323.59
19990820,1336.61
19990823,1360.22
19990824,1363.5
19990825,1381.79
19990826,1362.01
19990827,1348.27
19990830,1324.02
19990831,1320.41
19990901,1331.07
19990902,1319.11
19990903,1357.24
19990907,1350.45
19990908,1344.15
19990909,1347.66
19990910,1351.66
19990913,1344.13
19990914,1336.29
19990915,1317.97
19990916,1318.48
19990917,1335.42
19990920,1335.53
19990921,1307.58
19990922,1310.51
19990923,1280.41
19990924,1277.36
19990927,1283.31
19990928,1282.2
19990929,1268.37
19990930,1282.71
19991001,1282.81
19991004,1304.6
19991005,1301.35
19991006,1325.4
19991007,1317.64
19991008,1336.02
19991011,1335.21
19991012,1313.04
19991013,1285.55
19991014,1283.42
19991015,1247.41
19991018,1254.13
19991019,1261.32
19991020,1289.43
19991021,1283.61
19991022,1301.65
19991025,1293.63
19991026,1281.91
19991027,1296.71
19991028,1342.44
19991029,1362.93
19991101,1354.12
19991102,1347.74
19991103,1354.93
19991104,1362.64
19991105,1370.23
19991108,1377.01
19991109,1365.28
19991110,1373.46
19991111,1381.46
19991112,1396.06
19991115,1394.39
19991116,1420.07
19991117,1410.71
19991118,1424.94
19991119,1422
19991122,1420.94
19991123,1404.64
19991124,1417.08
19991126,1416.62
19991129,1407.83
19991130,1388.91
19991201,1397.72
19991202,1409.04
19991203,1433.3
19991206,1423.33
19991207,1409.17
19991208,1403.88
19991209,1408.11
19991210,1417.04
19991213,1415.22
19991214,1403.17
19991215,1413.32
19991216,1418.78
19991217,1421.03
19991220,1418.09
19991221,1433.43
19991222,1436.13
19991223,1458.34
19991227,1457.1
19991228,1457.66
19991229,1463.46
19991230,1464.47
19991231,1469.25
20000103,1455.22
20000104,1399.42
20000105,1402.11
20000106,1403.45
20000107,1441.47
20000110,1457.6
20000111,1438.56
20000112,1432.25
20000113,1449.68
20000114,1465.15
20000118,1455.14
20000119,1455.9
20000120,1445.57
20000121,1441.36
20000124,1401.53
20000125,1410.03
20000126,1404.09
20000127,1398.56
20000128,1360.16
20000131,1394.46
20000201,1409.28
20000202,1409.12
20000203,1424.97
20000204,1424.37
20000207,1424.24
20000208,1441.75
20000209,1411.7
20000210,1416.83
20000211,1387.12
20000214,1389.94
20000215,1402.05
20000216,1387.67
20000217,1388.26
20000218,1346.09
20000222,1352.17
20000223,1360.69
20000224,1353.43
20000225,1333.36
20000228,1348.05
20000229,1366.42
20000301,1379.19
20000302,1381.76
20000303,1409.17
20000306,1391.28
20000307,1355.62
20000308,1366.7
20000309,1401.69
20000310,1395.07
20000313,1383.62
20000314,1359.15
20000315,1392.15
20000316,1458.47
20000317,1464.47
20000320,1456.63
20000321,1493.87
20000322,1500.64
20000323,1527.35
20000324,1527.46
20000327,1523.86
20000328,1507.73
20000329,1508.52
20000330,1487.92
20000331,1498.58
20000403,1505.97
20000404,1494.73
20000405,1487.37
20000406,1501.34
20000407,1516.35
20000410,1504.46
20000411,1500.59
20000412,1467.17
20000413,1440.51
20000414,1356.56
20000417,1401.44
20000418,1441.61
20000419,1427.47
20000420,1434.54
20000424,1429.86
20000425,1477.44
20000426,1460.99
20000427,1464.92
20000428,1452.43
20000501,1468.25
20000502,1446.29
20000503,1415.1
20000504,1409.57
20000505,1432.63
20000508,1424.17
20000509,1412.14
20000510,1383.05
20000511,1407.81
20000512,1420.96
20000515,1452.36
20000516,1466.04
20000517,1447.8
20000518,1437.21
20000519,1406.95
20000522,1400.72
20000523,1373.86
20000524,1399.05
20000525,1381.52
20000526,1378.02
20000530,1422.45
20000531,1420.6
20000601,1448.81
20000602,1477.26
20000605,1467.63
20000606,1457.84
20000607,1471.36
20000608,1461.67
20000609,1456.95
20000612,1446
20000613,1469.44
20000614,1470.54
20000615,1478.73
20000616,1464.46
20000619,1486
20000620,1475.95
20000621,1479.13
20000622,1452.18
20000623,1441.48
20000626,1455.31
20000627,1450.55
20000628,1454.82
20000629,1442.39
20000630,1454.6
20000703,1469.54
20000705,1446.23
20000706,1456.67
20000707,1478.9
20000710,1475.62
20000711,1480.88
20000712,1492.92
20000713,1495.84
20000714,1509.98
20000717,1510.49
20000718,1493.74
20000719,1481.96
20000720,1495.57
20000721,1480.19
20000724,1464.29
20000725,1474.47
20000726,1452.42
20000727,1449.62
20000728,1419.89
20000731,1430.83
20000801,1438.1
20000802,1438.7
20000803,1452.56
20000804,1462.93
20000807,1479.32
20000808,1482.8
20000809,1472.87
20000810,1460.25
20000811,1471.84
20000814,1491.56
20000815,1484.43
20000816,1479.85
20000817,1496.07
20000818,1491.72
20000821,1499.48
20000822,1498.13
20000823,1505.97
20000824,1508.31
20000825,1506.45
20000828,1514.09
20000829,1509.84
20000830,1502.59
20000831,1517.68
20000901,1520.77
20000905,1507.08
20000906,1492.25
20000907,1502.51
20000908,1494.5
20000911,1489.26
20000912,1481.99
20000913,1484.91
20000914,1480.87
20000915,1465.81
20000918,1444.51
20000919,1459.9
20000920,1451.34
20000921,1449.05
20000922,1448.72
20000925,1439.03
20000926,1427.21
20000927,1426.57
20000928,1458.29
20000929,1436.51
20001002,1436.23
20001003,1426.46
20001004,1434.32
20001005,1436.28
20001006,1408.99
20001009,1402.03
20001010,1387.02
20001011,1364.59
20001012,1329.78
20001013,1374.17
20001016,1374.62
20001017,1349.97
20001018,1342.13
20001019,1388.76
20001020,1396.93
20001023,1395.78
20001024,1398.13
20001025,1364.9
20001026,1364.44
20001027,1379.58
20001030,1398.66
20001031,1429.4
20001101,1421.22
20001102,1428.32
20001103,1426.69
20001106,1432.19
20001107,1431.87
20001108,1409.28
20001109,1400.14
20001110,1365.98
20001113,1351.26
20001114,1382.95
20001115,1389.81
20001116,1372.32
20001117,1367.72
20001120,1342.62
20001121,1347.35
20001122,1322.36
20001124,1341.77
20001127,1348.97
20001128,1336.09
20001129,1341.91
20001130,1314.95
20001201,1315.23
20001204,1324.97
20001205,1376.54
20001206,1351.46
20001207,1343.55
20001208,1369.89
20001211,1380.2
20001212,1371.18
20001213,1359.99
20001214,1340.93
20001215,1312.15
20001218,1322.74
20001219,1305.6
20001220,1264.74
20001221,1274.86
20001222,1305.97
20001226,1315.19
20001227,1328.92
20001228,1334.22
20001229,1320.28
20010102,1283.27
20010103,1347.56
20010104,1333.34
20010105,1298.35
20010108,1295.86
20010109,1300.8
20010110,1313.27
20010111,1326.82
20010112,1318.32
20010116,1326.65
20010117,1329.47
20010118,1347.97
20010119,1342.54
20010122,1342.9
20010123,1360.4
20010124,1364.3
20010125,1357.51
20010126,1354.95
20010129,1364.17
20010130,1373.73
20010131,1366.01
20010201,1373.47
20010202,1349.47
20010205,1354.31
20010206,1352.26
20010207,1340.89
20010208,1332.53
20010209,1314.76
20010212,1330.31
20010213,1318.8
20010214,1315.92
20010215,1326.61
20010216,1301.53
20010220,1278.94
20010221,1255.27
20010222,1252.82
20010223,1245.86
20010226,1267.65
20010227,1257.94
20010228,1239.94
20010301,1241.23
20010302,1234.18
20010305,1241.41
20010306,1253.8
20010307,1261.89
20010308,1264.74
20010309,1233.42
20010312,1180.16
20010313,1197.66
20010314,1166.71
20010315,1173.56
20010316,1150.53
20010319,1170.81
20010320,1142.62
20010321,1122.14
20010322,1117.58
20010323,1139.83
20010326,1152.69
20010327,1182.17
20010328,1153.29
20010329,1147.95
20010330,1160.33
20010402,1145.87
20010403,1106.46
20010404,1103.25
20010405,1151.44
20010406,1128.43
20010409,1137.59
20010410,1168.38
20010411,1165.89
20010412,1183.5
20010416,1179.68
20010417,1191.81
20010418,1238.16
20010419,1253.7
20010420,1242.98
20010423,1224.36
20010424,1209.47
20010425,1228.75
20010426,1234.52
20010427,1253.05
20010430,1249.46
20010501,1266.44
20010502,1267.43
20010503,1248.58
20010504,1266.61
20010507,1263.51
20010508,1261.2
20010509,1255.54
20010510,1255.18
20010511,1245.67
20010514,1248.92
20010515,1249.44
20010516,1284.99
20010517,1288.49
20010518,1291.96
20010521,1312.83
20010522,1309.38
20010523,1289.05
20010524,1293.17
20010525,1277.89
20010529,1267.93
20010530,1248.08
20010531,1255.82
20010601,1260.67
20010604,1267.11
20010605,1283.57
20010606,1270.03
20010607,1276.96
20010608,1264.96
20010611,1254.39
20010612,1255.85
20010613,1241.6
20010614,1219.87
20010615,1214.36
20010618,1208.43
20010619,1212.58
20010620,1223.14
20010621,1237.04
20010622,1225.35
20010625,1218.6
20010626,1216.76
20010627,1211.07
20010628,1226.2
20010629,1224.42
20010702,1236.71
20010703,1234.45
20010705,1219.24
20010706,1190.59
20010709,1198.78
20010710,1181.52
20010711,1180.18
20010712,1208.14
20010713,1215.68
20010716,1202.45
20010717,1214.44
20010718,1207.71
20010719,1215.02
20010720,1210.85
20010723,1191.03
20010724,1171.65
20010725,1190.49
20010726,1202.93
20010727,1205.82
20010730,1204.52
20010731,1211.23
20010801,1215.93
20010802,1220.75
20010803,1214.35
20010806,1200.48
20010807,1204.4
20010808,1183.53
20010809,1183.43
20010810,1190.16
20010813,1191.29
20010814,1186.73
20010815,1178.02
20010816,1181.66
20010817,1161.97
20010820,1171.41
20010821,1157.26
20010822,1165.31
20010823,1162.09
20010824,1184.93
20010827,1179.21
20010828,1161.51
20010829,1148.6
20010830,1129.03
20010831,1133.58
20010904,1132.94
20010905,1131.74
20010906,1106.4
20010907,1085.78
20010910,1092.54
20010917,1038.77
20010918,1032.74
20010919,1016.1
20010920,984.54
20010921,965.8
20010924,1003.45
20010925,1012.27
20010926,1007.04
20010927,1018.61
20010928,1040.94
20011001,1038.55
20011002,1051.33
20011003,1072.28
20011004,1069.63
20011005,1071.38
20011008,1062.44
20011009,1056.75
20011010,1080.99
20011011,1097.43
20011012,1091.65
20011015,1089.98
20011016,1097.54
20011017,1077.09
20011018,1068.61
20011019,1073.48
20011022,1089.9
20011023,1084.78
20011024,1085.2
20011025,1100.09
20011026,1104.61
20011029,1078.3
20011030,1059.79
20011031,1059.78
20011101,1084.1
20011102,1087.2
20011105,1102.84
20011106,1118.86
20011107,1115.8
20011108,1118.54
20011109,1120.31
20011112,1118.33
20011113,1139.09
20011114,1141.21
20011115,1142.24
20011116,1138.65
20011119,1151.06
20011120,1142.66
20011121,1137.03
20011123,1150.34
20011126,1157.42
20011127,1149.5
20011128,1128.52
20011129,1140.2
20011130,1139.45
20011203,1129.9
20011204,1144.8
20011205,1170.35
20011206,1167.1
20011207,1158.31
20011210,1139.93
20011211,1136.76
20011212,1137.07
20011213,1119.38
20011214,1123.09
20011217,1134.36
20011218,1142.92
20011219,1149.56
20011220,1139.93
20011221,1144.89
20011224,1144.65
20011226,1149.37
20011227,1157.13
20011228,1161.02
20011231,1148.08
20020102,1154.67
20020103,1165.27
20020104,1172.51
20020107,1164.89
20020108,1160.71
20020109,1155.14
20020110,1156.55
20020111,1145.6
20020114,1138.41
20020115,1146.19
20020116,1127.57
20020117,1138.88
20020118,1127.58
20020122,1119.31
20020123,1128.18
20020124,1132.15
20020125,1133.28
20020128,1133.06
20020129,1100.64
20020130,1113.57
20020131,1130.2
20020201,1122.2
20020204,1094.44
20020205,1090.02
20020206,1083.51
20020207,1080.17
20020208,1096.22
20020211,1111.94
20020212,1107.5
20020213,1118.51
20020214,1116.48
20020215,1104.18
20020219,1083.34
20020220,1097.98
20020221,1080.95
20020222,1089.84
20020225,1109.43
20020226,1109.38
20020227,1109.89
20020228,1106.73
20020301,1131.78
20020304,1153.84
20020305,1146.14
20020306,1162.77
20020307,1157.54
20020308,1164.31
20020311,1168.26
20020312,1165.58
20020313,1154.09
20020314,1153.04
20020315,1166.16
20020318,1165.55
20020319,1170.29
20020320,1151.85
20020321,1153.59
20020322,1148.7
20020325,1131.87
20020326,1138.49
20020327,1144.58
20020328,1147.39
20020401,1146.54
20020402,1136.76
20020403,1125.4
20020404,1126.34
20020405,1122.73
20020408,1125.29
20020409,1117.8
20020410,1130.47
20020411,1103.69
20020412,1111.01
20020415,1102.55
20020416,1128.37
20020417,1126.07
20020418,1124.47
20020419,1125.17
20020422,1107.83
20020423,1100.96
20020424,1093.14
20020425,1091.48
20020426,1076.32
20020429,1065.45
20020430,1076.92
20020501,1086.46
20020502,1084.56
20020503,1073.43
20020506,1052.67
20020507,1049.49
20020508,1088.85
20020509,1073.01
20020510,1054.99
20020513,1074.56
20020514,1097.28
20020515,1091.07
20020516,1098.23
20020517,1106.59
20020520,1091.88
20020521,1079.88
20020522,1086.02
20020523,1097.08
20020524,1083.82
20020528,1074.55
20020529,1067.66
20020530,1064.66
20020531,1067.14
20020603,1040.68
20020604,1040.69
20020605,1049.9
20020606,1029.15
